Band Material,Band Notes,Bezel,COSC Certified,Case Back,Case Dimensions,Case Material,Case Shape,Case Thickness,Clasp,Color/Finish,Complications,Condition,Crystal,Dial Color,Edition,Lug Width,Movement,Screw-in Crown,Water Resistance,url
,,Uni-Directional Rotating,,,41mm ,Stainless Steel & Plated Yellow Gold,Round,10.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Quartz-41mm-L3-740-3-56-7.html
,,Fixed,,,42mm ,Stainless Steel,Round,11.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tradition/9579-stc-65001.html
,,Fixed,,,42mm ,Gold Plated,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4831-07_6_20_12.html
,,Fixed,,,42mm ,Stainless Steel & Plated Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4334-07_8_20_63.html
,,Fixed,,,42mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4034-07_8_20_61.html
,,Fixed,,,42mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4031-07_8_20_61.html
,,Fixed,,,40mm ,Stainless Steel,Round,11.20mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,100m,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4031-07_5_20_76FC.html
,,Fixed,,,39.5mm ,Stainless Steel,Round,9.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2227-stc-00659.html
,,Fixed,,,37mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-37mm/01_733_7578_4031-07_8_18_61.html
,,Bi-Directional Rotating,,,42mm ,Stainless Steel,Round,12.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Williams-F1-Team-Day-Date-42mm/01_735_7716_4154-07_4_24_50.html
,,Bi-Directional Rotating,,,42mm ,Stainless Steel,Round,12.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Williams-F1-Team-Day-Date-42mm/01_735_7716_4155-07_4_24_50.html
,,Fixed,,,42mm ,Stainless Steel,Round,11.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/BC3-Advanced-Day-Date-42mm/01_735_7641_4164-07_8_22_03.html
,,Fixed,,,42mm ,Stainless Steel,Round,11.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-01-735-7641-4165-07-8-22-03.html
,,Fixed,,, 34mm width x 46mm length,Stainless Steel,Rectangle,10.15mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/48811-sr-05200.html
,,Fixed,,,39.5mm ,PVD,Round,10mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2238-pc5-00209.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/HydroConquest-Quartz-Chronograph-41mm/L3.743.4.56.6.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Tag-Heuer/Formula-1-Alarm/waz111a.ba0875.html
,,Fixed,,,40mm ,Stainless Steel,Round,11.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4034-07_5_20_78FC.html
,,Uni-Directional Rotating,,,40.5mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Quartz/way1110.ba0928.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,12mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Automatic-41mm-L3-742-4-96-6-L37424966.html
,,Uni-Directional Rotating,,,39mm ,Stainless Steel,Round,11.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Automatic-39mm-L3-741-4-56-6-L37414566.html
,,Uni-Directional Rotating,,,39mm ,Stainless Steel,Round,11.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Automatic-39mm-L3-741-4-96-6.html
,,,,,38.5mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.4.12.2.html
,,,,,38.5mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.4.72.2.html
,,Fixed,,,39.5mm ,Stainless Steel,Round,9.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2237-st-20001.html
,,Fixed,,,39.5mm ,Stainless Steel,Round,9.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2237-st-65001.html
,,Fixed,,,39.5mm ,Stainless Steel,Round,10mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2238-st-00659.html
,,,,,33mm ,PVD,Round,5mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-33mm/L4.709.2.11.7.html
,,Fixed,,,41mm ,Stainless Steel,Round,12.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Date-41mm/01_751_7697_4164-07_5_20_15FC.html
,,Uni-Directional Rotating,,,43mm ,Black PVD,Round,12.60mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,300m,https://www.prestigetime.com/item/Oris/Aquis-Date-43mm/01_733_7653_4259-07_4_26_32GEB.html
,,Uni-Directional Rotating,,,40.5mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Quartz/way1112.ba0928.html
,,Fixed,,,40mm ,Stainless Steel & Plated Rose Gold,Round,11.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4331-07_5_20_77FC.html
,,Fixed,,,43mm ,Stainless Steel,Round,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/Tag-Heuer-Formula-1-Chronograph-caz1010-ba0842.html
,,Uni-Directional Rotating,,,43mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,Special Edition,,,Yes,200m/660ft,https://www.prestigetime.com/Tag-Heuer-Senna-Special-Editions-waz1012-ba0883.html
,,,,,33mm ,PVD,Round,5mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-33mm/L4.709.2.11.8.html
,,Fixed,,,40mm ,Stainless Steel,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/4899-st-00208.html
,,Fixed,,,40mm ,Stainless Steel,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/4899-st-00668.html
,,Fixed,,, 34mm width x 46mm length,Stainless Steel,Rectangle,10.15mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/4881-st-00209.html
,,,,,38.5mm ,PVD,Round,8.25mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.2.11.2.html
,,,,,38.5mm ,PVD,Round,8.25mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.2.12.2.html
,,,,,38.5mm ,PVD,Round,8.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Champagne,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.2.32.2.html
,,Fixed,,,40mm ,Stainless Steel,Round,11.20mm,,,,New/Unworn,Plexiglass,Black,,,,No,50m,https://www.prestigetime.com/item/Oris/Big-Crown-Original-Pointer-Date-40mm/01_754_7696_4064-07_8_20_30.html
,,Fixed,,,40mm ,Stainless Steel,Round,11.20mm,,,,New/Unworn,Plexiglass,Silver,,,,No,50m,https://www.prestigetime.com/item/Oris/Big-Crown-Original-Pointer-Date-40mm/01_754_7696_4061-07_8_20_30.html
,,Uni-Directional Rotating,,,40.5mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Quartz/way1111.ba0928.html
,,Fixed,,,43mm ,Stainless Steel,Round,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Tag-Heuer-Formula-1-Chronograph-caz1014-fc8196.html
,,Fixed,,,42mm ,PVD,Round,11.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,,,,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-01-735-7641-4263-07-5-22-22G.html
,,Fixed,,,42mm ,PVD,Round,11.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,,,,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-01-735-7641-4263-07-4-22-05G.html
,,,,,33mm ,PVD,Round,5mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-33mm/L4.709.1.91.8.html
,,Fixed,,,41mm ,Stainless Steel,Round,12.2mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Date-41mm/01_751_7697_4164-07_5_20_14FC.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Date-41mm/01_751_7697_4164-07_5_20_17FC.html
,,Fixed,,,41mm ,Stainless Steel,Round,12.2mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Date-41mm/01_751_7697_4164-07_5_20_19FC.html
,,Fixed,,,45mm ,Stainless Steel,Round,12.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,100m/330ft,https://www.prestigetime.com/Oris-Big-Crown-ProPilot-Day-Date-01-752-7698-4063-07-5-22-19FC.html
,,Fixed,,,45mm ,Stainless Steel,Round,12.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,100m/330ft,https://www.prestigetime.com/Oris-Big-Crown-ProPilot-Day-Date-01-752-7698-4063-07-5-22-06FC.html
,,Fixed,,,45mm ,Stainless Steel,Round,12.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,100m/330ft,https://www.prestigetime.com/Oris-Big-Crown-ProPilot-Day-Date-45mm-01-752-7698-4063-07-5-22-17FC.html
,,Fixed,,,42mm ,Stainless Steel,Round,11.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-42mm-01-735-7641-4161-07-8-22-03.html
,,Fixed,,,39.5mm ,PVD,Round,9.15mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Maestro/2837-pc-00659.html
,,Uni-Directional Rotating,,,40.5mm ,Stainless Steel,Round,12.3mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Quartz/way111z.ba0928.html
,,Fixed,,,41mm ,Stainless Steel,Round,15.15mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/Conquest-Quartz-Chrono-41mm/L3.700.4.96.6.html
,,Fixed,,,42mm ,DLC Coated Stainless Steel,Round,11.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/BC3-Advanced-Day-Date-42mm/01_735_7641_4364-07_8_22_03.html
,,Fixed,,,42mm ,DLC Coated Stainless Steel,Round,11.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/BC3-Advanced-Day-Date-42mm/01_735_7641_4764-07_4_22_05B.html
,,Fixed,,,42mm ,DLC Coated Stainless Steel,Round,11.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/BC3-Advanced-Day-Date-42mm/01_735_7641_4764-07_5_22_56B.html
,,Uni-Directional Rotating,,,43mm ,Stainless Steel,Round,12.60mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,,,Yes,300m,https://www.prestigetime.com/item/Oris/Aquis-Date-43mm/01_733_7653_4156-07_8_26_01PEB.html
,,Fixed,,,40mm ,Stainless Steel,Round,11.20mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,100m,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4031-07_8_20_30.html
,,Uni-Directional Rotating,,,43mm ,Stainless Steel,Round,12.60mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,300m,https://www.prestigetime.com/Oris-Aquis-Date-01-733-7653-4127-07-4-26-34EB.html
,,Fixed,,,40mm ,Stainless Steel & Plated Rose Gold,Round,11.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4334-07_5_20_76FC.html
,,Fixed,,,31mm X 47mm ,Stainless Steel Brushed & Polished,Rectangle,10mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,50m,https://www.prestigetime.com/Baume-Mercier-Hampton-10153.html
,,Fixed,,,40mm ,Stainless Steel & Plated Rose Gold,Round,11.20mm,,,,New/Unworn,Plexiglass,Silver,,,,No,50m,https://www.prestigetime.com/item/Oris/Big-Crown-Original-Pointer-Date-40mm/01_754_7696_4361-07_8_20_32.html
,,,,,38.5mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.4.11.6.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/HydroConquest-Quartz-Chronograph-41mm/L3.743.4.96.6.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/HydroConquest-Quartz-Chronograph-41mm/L3.743.4.56.2.html
,,,,,38.5mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.4.12.6.html
,,,,,38.5mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.4.72.6.html
,,,,,36mm ,Gold Plated,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-36mm/L4.755.2.11.8.html
,,Fixed,,,43mm ,Stainless Steel,Round,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Tag-Heuer-Formula-1-Chronograph-caz1014-ba0842.html
,,Uni-Directional Rotating,,,47mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Quartz-Chronograph-47mm-L3-843-4-56-6.html
,,Fixed,,,39.5mm ,Stainless Steel,Round,9.2mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Maestro/2227-st-00659.html
,,Fixed,,,42mm ,Stainless Steel,Round,11.60mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Skeleton,,,,Yes,100m/330ft,https://www.prestigetime.com/Oris-Williams-Engine-Date-01-733-7716-4164-07-4-24-50.html
,,Fixed,,,35.6mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Flagship-Automatic/L4.774.4.12.6.html
,,Fixed,,,35.6mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Flagship-Automatic/L4.774.4.52.6.html
,,Fixed,,,35.6mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Flagship-Automatic/L4.774.4.96.6.html
,,Fixed,,,40.5mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m,https://www.prestigetime.com/item/Oris/Artelier-Date-40mm/01_733_7670_4031-07_5_21_75FC.html
,,,,,36mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-36mm/L4.755.4.58.6.html
,,Fixed,,,40mm ,Stainless Steel,Round,10.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m,https://www.prestigetime.com/item/Oris/Artelier-Date-40mm/01_733_7670_4051-07_5_21_70FC.html
,,Fixed,,,38.5mm ,Stainless Steel,Round,8mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Flagship-Automatic/L4.874.4.96.6.html
,,Fixed,,,41mm ,Stainless Steel,Round,15.15mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/Conquest-Quartz-Chrono-41mm/L3.700.4.76.6.html
,,Fixed,,,40mm ,Stainless Steel,Round,11.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4034-07_8_20_30.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m,https://www.prestigetime.com/Tag-Heuer-Aquaracer-Quartz-way111a-ba0928.html
,,Uni-Directional Rotating,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,300m,https://www.prestigetime.com/Tag-Heuer-Aquaracer-Quartz-way111c-ba0928.html
,,Fixed,,,35.6mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Flagship-Automatic/L4.774.4.27.6.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,11.90mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,300m,https://www.prestigetime.com/item/Oris/Aquis-Date-36mm/01_733_7652_4154-07_4_18_34.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,11.90mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,Yes,300m,https://www.prestigetime.com/item/Oris/Aquis-Date-36mm/01_733_7652_4135-07_4_18_34.html
,,Fixed,,,39.5mm ,PVD,Round,9.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Maestro/2838-pc-65001.html
,,Bi-Directional Rotating,,,42mm ,Stainless Steel,Round,12.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Williams-F1-Team-Day-Date-42mm/01_735_7716_4154-07_8_24_50.html
,,Bi-Directional Rotating,,,42mm ,Stainless Steel,Round,12.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Williams-F1-Team-Day-Date-42mm/01_735_7716_4155-07_8_24_50.html
,,Fixed,,,40mm ,Stainless Steel & Gold,Round,9.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/4899-stp-00308.html
,,Fixed,,,39.5mm ,PVD,Round,9.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Maestro/2838-pc5-00209.html
,,Uni-Directional Rotating,,,47mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Quartz-Chronograph-47mm-L3-843-4-96-6.html
,,,,,34mm ,Stainless Steel,Round,7.5mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Automatic-34mm/L4.708.4.11.6.html
,,Fixed,,,42mm ,Stainless Steel & Plated Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4331-07_8_20_63.html
,,Fixed,,,44mm ,Stainless Steel,Round,11.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-Small-Second-Pointer-Day-44mm/01_745_7629_4061-07_5_22_76FC.html
,,Fixed,,,37mm ,Stainless Steel & Plated Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-37mm/01_733_7578_4331-07_8_18_63.html
,,Fixed,,,37mm ,Stainless Steel & Plated Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-37mm/01_733_7578_4334-07_8_18_63.html
,,Fixed,,,44mm ,Stainless Steel,Round,11.70mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-Small-Second-Pointer-Day-44mm/01_745_7688_4034-07_5_22_77FC.html
,,Uni-Directional Rotating,,,40mm ,Stainless Steel,Round,13.14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m,https://www.prestigetime.com/item/Oris/Divers-Sixty-Five-40mm/01_733_7707_4064-07_4_20_18.html
,,Fixed,,,41mm ,Stainless Steel,Round,14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Longines/Conquest-Automatic-41mm/L3.687.4.56.6.html
,,Uni-Directional Rotating,,,40mm ,Stainless Steel,Round,13.14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m,https://www.prestigetime.com/item/Oris/Divers-Sixty-Five-40mm/01_733_7707_4064-07_5_20_22.html
,,Uni-Directional Rotating,,,40mm ,Stainless Steel,Round,13.14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,Yes,100m,https://www.prestigetime.com/item/Oris/Divers-Sixty-Five-40mm/01_733_7707_4065-07_4_20_18.html
,,Uni-Directional Rotating,,,40mm ,Stainless Steel,Round,13.14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,Yes,100m,https://www.prestigetime.com/item/Oris/Divers-Sixty-Five-40mm/01_733_7707_4065-07_5_20_24.html
,,Uni-Directional Rotating,,,40mm ,Stainless Steel,Round,13.14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,100m,https://www.prestigetime.com/item/Oris/Divers-Sixty-Five-40mm/01_733_7707_4064-07_5_20_24.html
