brand,image_name,image_url,model_name,model_num,price,url
Jaeger LeCoultre,JaegerLeCoultreRendezVousNightDay34mm3444120,https://www.prestigetime.com/images/watches/3444120_main.jpg,Rendez-Vous Night & Day 34mm,3444120,16200.0,https://www.prestigetime.com/item/Jaeger-LeCoultre/Rendez-Vous-Night-Day-34mm/3444120.html
Jaeger LeCoultre,JaegerLeCoultreRendezVousNightDay29mm3462490,https://www.prestigetime.com/images/watches/3462490_main.jpg,Rendez-Vous Night & Day 29mm,3462490,16200.0,https://www.prestigetime.com/Jaeger-LeCoultre-Rendez-Vous-Night-Day-29mm-3462490.html
Jaeger LeCoultre,JaegerLeCoultreRendezVousNightDay29mm3462491,https://www.prestigetime.com/images/watches/3462491_main.jpg,Rendez-Vous Night & Day 29mm,3462491,16200.0,https://www.prestigetime.com/Jaeger-LeCoultre-Rendez-Vous-Night-Day-29mm-3462491.html
Jaeger LeCoultre,JaegerLeCoultreReversoSquadraLady7031720,https://www.prestigetime.com/images/watches/7031720-new_main.jpg,Reverso Squadra Lady,7031720,21300.0,https://www.prestigetime.com/item/Jaeger-LeCoultre/Reverso-Squadra-Lady/7031720.html
Glashutte Original,GlashutteOriginalLadySerenadeChronograph3934121214,https://www.prestigetime.com/images/watches/39-34-12-12-14_main.jpg,Lady Serenade Chronograph,39-34-12-12-14,16000.0,https://www.prestigetime.com/item/Glashutte-Original/Lady-Serenade-Chronograph/39-34-12-12-14.html
Omega,OmegaDeVillePrestigeCoAxial36842425372058001,https://www.prestigetime.com/images/watches/424.25.37.20.58.001_main.jpg,De Ville Prestige Co-Axial 36.8,424.25.37.20.58.001,16700.0,https://www.prestigetime.com/item/Omega/De-Ville-Prestige-Co-Axial-36-8/424.25.37.20.58.001.html
Omega,OmegaDeVillePrestigeCoAxial36842425372052001,https://www.prestigetime.com/images/watches/424.25.37.20.52.001_main.jpg,De Ville Prestige Co-Axial 36.8,424.25.37.20.52.001,16700.0,https://www.prestigetime.com/item/Omega/De-Ville-Prestige-Co-Axial-36-8/424.25.37.20.52.001.html
Cartier,CartierRondeLouisCartierwr000251,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Ronde Louis Cartier,wr000251,15700.0,https://www.prestigetime.com/item/Cartier/Ronde-Louis-Cartier/wr000251.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341BlackDiamondOyster,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 Black Diamond Oyster,14650.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_Black_Diamond_Oyster.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341JubileePinkDiamondOyster,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 Jubilee Pink Diamond Oyster,14650.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_Jubilee_Pink_Diamond_Oyster.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341JubileeSilverDiamond,https://www.prestigetime.com/images/watches/178341 Jubilee Silver Diamond Oyster_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 Jubilee Silver Diamond...,14650.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_Jubilee_Silver_Diamond_Oyster.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341PinkDiamondOyster,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 Pink Diamond Oyster,14650.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_Pink_Diamond_Oyster.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341SilverDiamondOyster,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 Silver Diamond Oyster,14650.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_Silver_Diamond_Oyster.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341WhiteDiamondOyster,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 White Diamond Oyster,14650.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_White_Diamond_Oyster.html
Bulgari,BulgariSerpentiTubogas35mmsp35bspgd2t,https://www.prestigetime.com/images/watches/sp35bspgd_2t_main.jpg,Serpenti Tubogas 35mm,sp35bspgd.2t,17200.0,https://www.prestigetime.com/item/Bulgari/Serpenti-Tubogas-35mm/sp35bspgd.2t.html
Jaquet Droz,JaquetDrozGrandeSecondeCeramic44mmj003036208,https://www.prestigetime.com/images/watches/J003036208_main.jpg,Grande Seconde Ceramic 44mm,j003036208,16600.0,https://www.prestigetime.com/item/Jaquet-Droz/Grande-Seconde-Ceramic-44mm/j003036208.html
Jaquet Droz,JaquetDrozPetiteHeureMinuteDateAstrale39mmj021010201,https://www.prestigetime.com/images/watches/J021010201_main.jpg,Petite Heure Minute Date Astrale 39mm,j021010201,16600.0,https://www.prestigetime.com/item/Jaquet-Droz/Petite-Heure-Minute-Date-Astrale-39mm/j021010201.html
Breguet,BreguetClassiqueAutomatic335mm9067br12976,https://www.prestigetime.com/images/watches/9067br1297_main.jpg,Classique Automatic 33.5mm,9067br/12/976,18500.0,https://www.prestigetime.com/item/Breguet/Classique-Automatic-33-5mm/9067br%7E12%7E976.html
Chopard,ChopardHappySportSquareQuartzSmall2785166004,https://www.prestigetime.com/images/watches/278516-6004_main.jpg,Happy Sport Square Quartz Small,278516-6004,17990.0,https://www.prestigetime.com/item/Chopard/Happy-Sport-Square-Quartz-Small/278516-6004.html
Vacheron Constantin,VacheronConstantinTraditionnelleQuartz30mm25558000g9405,https://www.prestigetime.com/images/watches/25558-000g-9405-new2_main.jpg,Traditionnelle Quartz 30mm,25558/000g-9405,18000.0,https://www.prestigetime.com/item/Vacheron-Constantin/Traditionnelle-Quartz-30mm/25558%7E000g-9405.html
Vacheron Constantin,VacheronConstantinTraditionnelleQuartz30mm25558000g9758,https://www.prestigetime.com/images/watches/25558-000g-9758-new_main.jpg,Traditionnelle Quartz 30mm,25558/000g-9758,18000.0,https://www.prestigetime.com/item/Vacheron-Constantin/Traditionnelle-Quartz-30mm/25558%7E000g-9758.html
Rolex,RolexLadyDatejust28mmStainlessSteelandEveroseGold279381RBRSundustIndexOyster,https://www.prestigetime.com/images/watches/279381RBR-Sundust-Index-Oyster_main.jpg,Lady Datejust 28mm Stainless Steel and Everose Gold,279381RBR Sundust Index Oyster,14900.0,https://www.prestigetime.com/Rolex-Lady-Datejust-28mm-Stainless-Steel-and-Everose-Gold-279381RBR-Sundust-Index-Oyster.html
Rolex,RolexLadyDatejust28mmStainlessSteelandEveroseGold279381RBRChocolateIndexOyster,https://www.prestigetime.com/images/watches/279381RBR-Chocolate-index-Oyster_main.jpg,Lady Datejust 28mm Stainless Steel and Everose Gold,279381RBR Chocolate Index Oyster,14900.0,https://www.prestigetime.com/Rolex-Lady-Datejust-28mm-Stainless-Steel-and-Everose-Gold-279381RBR-Chocolate-Index-Oyster.html
Rolex,RolexLadyDatejust28mmStainlessSteelandEveroseGold279381RBRSundustRomanOyster,https://www.prestigetime.com/images/watches/279381RBR-Sundust-Roman-Oyster_main.jpg,Lady Datejust 28mm Stainless Steel and Everose Gold,279381RBR Sundust Roman Oyster,14900.0,https://www.prestigetime.com/Rolex-Lady-Datejust-28mm-Stainless-Steel-and-Everose-Gold-279381RBR-Sundust-Roman-Oyster.html
