Band Material,Band Name,Band Notes,Bezel,COSC Certified,Case Back,Case Dimensions,Case Material,Case Shape,Case Thickness,Clasp,Clasp Features,Clasp Notes,Color/Finish,Complications,Condition,Crystal,Dial Color,Edition,Lug Width,Movement,Screw-in Crown,Water Resistance,url
Calfskin Leather,,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E415x.html
Calfskin Leather,Sahara Textured,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Blue,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E256x.html
Calfskin Leather,,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Blue,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E199x.html
Calfskin Leather,Sahara Textured,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E247x.html
Calfskin Leather,,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E417x.html
Calfskin Leather,Sahara Textured,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Fuschia,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E268x.html
Calfskin Leather,,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Gold (Light Brown),,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E413x.html
Calfskin Leather,Sahara Textured,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Orange,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E257x.html
Calfskin Leather,Sahara Textured,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Pink,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E265x.html
Calfskin Leather,Sahara Textured,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Red,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E251x.html
Calfskin Leather,Sahara Textured,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,White,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Superocean-II-36/a17312d2%7Ea775%7E262x.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,36mm ,Stainless Steel,Round,10.2mm,Folding Clasp With Safety Latch,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,18mm,Quartz,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Lady-36mm/a7438911%7Ea772%7E178a.html
Calfskin Leather,,,Uni-Directional Rotating,Yes,Solid,31.8mm ,Stainless Steel,Round,12.70mm,Deployant Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Quartz - Chronometer,,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-32/a71356L2%7Eg702-1ld.html
Calfskin Leather,,,Uni-Directional Rotating,Yes,Solid,31.8mm ,Stainless Steel,Round,12.70mm,Deployant Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Bronze,,,Quartz - Chronometer,,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-32/a71356L2%7Eq579-2ld.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,32mm ,Stainless Steel,Round,9.5mm,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Quartz-Ladies-32mm/way1314.ba0915.html
Stainless Steel & Yellow Gold,,,Uni-Directional Rotating,,Solid,27mm ,Stainless Steel & Yellow Gold,Round,9mm,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,Yes,300m,https://www.prestigetime.com/Tag-Heuer-Aquaracer-Quartz-Ladies-27mm-wbd1423-bb0321.html
Leather,,,,,Solid,27mm ,Stainless Steel,Rectangle,,,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,No,50m,https://www.prestigetime.com/Bulgari-Serpenti-27mm-sps27bsl-102782.html
Alligator/Crocodile Leather,,,None,,Solid,21mm X 21mm ,Stainless Steel,Square,,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/item/Hermes/H-Hour-Quartz-Small-PM/036749WW00.html
Alligator/Crocodile Leather,,,None,,Solid,21mm X 21mm ,Stainless Steel,Square,,Tang Buckle,,,Pink,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/item/Hermes/H-Hour-Quartz-Small-PM/036748WW00.html
Alligator/Crocodile Leather,,,None,,Solid,21mm X 21mm ,Stainless Steel,Square,,Tang Buckle,,,Orange,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/item/Hermes/H-Hour-Quartz-Small-PM/036747WW00.html
Alligator/Crocodile Leather,,,None,,Solid,21mm X 21mm ,Stainless Steel,Square,,Tang Buckle,,,Red,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/item/Hermes/H-Hour-Quartz-Small-PM/036746WW00.html
Stainless Steel,,,Fixed,,Solid,27mm ,Stainless Steel,Round,9mm,Push Button Folding Clasp,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Brushed-27mm/123.10.27.60.55.003.html
Stainless Steel,,,Fixed,,Solid,27mm ,Stainless Steel,Round,9mm,Push Button Folding Clasp,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Pink Mother of Pearl,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Brushed-27mm/123.10.27.60.57.002.html
Stainless Steel,,,,,Solid,21.9mm X 34mm ,Stainless Steel,Oval,,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Quartz,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Symphonette-Medium/L2.306.0.71.6.html
Stainless Steel,,,Fixed,,Solid,23mm X 37mm ,Stainless Steel,Rectangle,,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,17mm,Quartz,No,30m/100ft.,https://www.prestigetime.com/item/Longines/DolceVita-Quartz-Ladies/L5.512.0.57.6.html
Stainless Steel,,,Fixed,,Solid,23mm X 37mm ,Stainless Steel,Rectangle,,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,17mm,Quartz,No,30m/100ft.,https://www.prestigetime.com/item/Longines/DolceVita-Quartz-Ladies/L5.512.0.87.6.html
Alligator/Crocodile Leather,,,,,Solid,21.9mm X 34mm ,Stainless Steel,Oval,,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Symphonette-Medium/L2.306.0.87.0.html
Calfskin Leather,,,Fixed,,Solid,39mm ,Stainless Steel,Round,,Push Button Deployant Buckle,,,Blue,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Quartz,No,100m/330ft,https://www.prestigetime.com/Tag-Heuer-Carrera-Quartz-war1114-fc6391.html
Calfskin Leather,,Taupe,Fixed,,Solid,35mm ,Stainless Steel,Round,,Tang Buckle,,Stainless Steel,Beige,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Quartz,No,50m/160ft.,https://www.prestigetime.com/Ebel-Wave-Quartz-35mm-1216297.html
Stainless Steel & Yellow Gold,,,Fixed,,Solid,27mm ,Stainless Steel & Yellow Gold,Round,,Deployant Clasp,,,Brushed & Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,50m/160ft.,https://www.prestigetime.com/Ebel-Sport-Quartz-27mm-1216183.html
Calfskin Leather,,White Contrasting Stitiching,Fixed,Yes,Solid,36mm ,Stainless Steel,Round,11.35mm,Deployant Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,18mm,Quartz - Chronometer,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-SleekT-w7433012-a779-415x.html
Stainless Steel & Rose Gold,,,Fixed,,Transparent,26mm ,Stainless Steel & Rose Gold,Round,9mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-26mm/L2.263.5.87.7.html
Stainless Steel & Rose Gold,,,Fixed,,Transparent,36.5mm ,Stainless Steel & Rose Gold,Round,7.95mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,White,,,Automatic,No,50m,https://www.prestigetime.com/item/Baume-Mercier/Classima-Automatic-36mm/10223.html
Stainless Steel,,,Fixed,,Solid,20mm X 28mm ,Stainless Steel,Polygon,,Jewellery Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/item/Chanel/Premiere/h3251.html
Stainless Steel,,,Fixed,,Solid,20mm X 28mm ,Stainless Steel,Polygon,,Jewellery Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,No,30m/100ft,https://www.prestigetime.com/item/Chanel/Premiere/h3250.html
Alligator/Crocodile Leather,,,Fixed,,Solid,36mm ,Stainless Steel,Round,10.5mm,Deployant Buckle,,,Grey,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,Yes,60m/195ft,https://www.prestigetime.com/IWC-Pilot-s-Watch-Automatic-36-iw324007.html
Alligator/Crocodile Leather,,,Fixed,,Solid,36mm ,Stainless Steel,Round,10.5mm,Deployant Buckle,,,Blue,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Automatic,Yes,60m/195ft,https://www.prestigetime.com/IWC-Pilot-s-Watch-Automatic-36-iw324008.html
Leather,,"Natural Leather, Vegetable Tanned",,,Transparent,35.5mm ,Stainless Steel,Round,8.86mm,Tang Buckle,,,Beige,,New/Unworn,Scratch Resistant Sapphire,Champagne,,17mm,Automatic,No,30m/100ft,https://www.prestigetime.com/Nomos-Glashutte-Minimatik-1204-Champagner.html
Leather,,Horween Genuine Shell Cordovan,,,Transparent,35.5mm ,Stainless Steel,Round,8.86mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Blue,,17mm,Automatic,No,30m/100ft,https://www.prestigetime.com/Nomos-Glashutte-Minimatik-1205-Nachtblau.html
Alligator/Crocodile Leather,,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,33mm ,Stainless Steel,Round,9.10mm,Tang Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,16mm,Quartz,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Lady-33mm/a7738811%7Ea769%7E777p.html
Calfskin Leather,,,Fixed,,Solid,23mm X 23mm ,Stainless Steel,Square,,Tang Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Small-PM-044310ww00.html
Calfskin Leather,,,Fixed,,Solid,23mm X 23mm ,Stainless Steel,Square,,Tang Buckle,,,Orange,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Small-PM-044313ww00.html
Calfskin Leather,,,Fixed,,Solid,23mm X 23mm ,Stainless Steel,Square,,Tang Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Small-PM-044315ww00.html
Calfskin Leather,,,Fixed,,Solid,23mm X 23mm ,Stainless Steel,Square,,Tang Buckle,,,Blue,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Small-PM-044317ww00.html
Calfskin Leather,,,Fixed,,Solid,23mm X 23mm ,Stainless Steel,Square,,Tang Buckle,,,Purple,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Small-PM-044319ww00.html
Calfskin Leather,,,Fixed,,Solid,23mm X 23mm ,Stainless Steel,Square,,Tang Buckle,,,Orange,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/100ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Small-PM-044321ww00.html
Calfskin Leather,,White Contrasting Stitiching,Fixed,Yes,Solid,36mm ,Stainless Steel,Round,11.35mm,Tang Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,18mm,Quartz - Chronometer,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-SleekT-w7433012-a779-414x.html
Calfskin Leather,,White Contrasting Stitiching,Fixed,Yes,Solid,36mm ,Stainless Steel,Round,11.35mm,Deployant Buckle,,,Blue,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,18mm,Quartz - Chronometer,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-SleekT-w7433012-a779-199x.html
Calfskin Leather,,White Contrasting Stitiching,Fixed,Yes,Solid,36mm ,Stainless Steel,Round,11.35mm,Deployant Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,18mm,Quartz - Chronometer,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-SleekT-w7433012-a779-417x.html
Calfskin Leather,,White Contrasting Stitiching,Fixed,Yes,Solid,36mm ,Stainless Steel,Round,11.35mm,Deployant Buckle,,,Gold (Light Brown),,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,18mm,Quartz - Chronometer,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-SleekT-w7433012-a779-413x.html
Calfskin Leather,,White Contrasting Stitiching,Fixed,Yes,Solid,36mm ,Stainless Steel,Round,11.35mm,Deployant Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,18mm,Quartz - Chronometer,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-SleekT-w7433012-be08-415x.html
Calfskin Leather,,White Contrasting Stitiching,Fixed,Yes,Solid,36mm ,Stainless Steel,Round,11.35mm,Deployant Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,18mm,Quartz - Chronometer,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-SleekT-w7433012-be08-417x.html
Calfskin Leather,,White Contrasting Stitiching,Fixed,Yes,Solid,36mm ,Stainless Steel,Round,11.35mm,Deployant Buckle,,,Gold (Light Brown),,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,18mm,Quartz - Chronometer,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-SleekT-w7433012-be08-413x.html
Stainless Steel,,,Fixed,,Transparent,36mm ,Stainless Steel,Round,9.5mm,Hidden Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-36mm/L2.518.0.87.6.html
Stainless Steel & Plated Rose Gold,,,Fixed,,Transparent,35mm ,Stainless Steel,Round,9.7mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Jasmine/2935-s5s-01659.html
Calfskin Leather,,Long Size,Fixed,,Solid,29mm X 29mm ,Stainless Steel,Square,,Tang Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Medium-GM-044285ww00.html
Calfskin Leather,,Long Size,Fixed,,Solid,29mm X 29mm ,Stainless Steel,Square,,Tang Buckle,,,Orange,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Medium-GM-044286ww00.html
Calfskin Leather,,Long Size,Fixed,,Solid,29mm X 29mm ,Stainless Steel,Square,,Tang Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Medium-GM-044287ww00.html
Calfskin Leather,,Long Size,Fixed,,Solid,29mm X 29mm ,Stainless Steel,Square,,Tang Buckle,,,Blue,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Medium-GM-044288ww00.html
Calfskin Leather,,Long Size,Fixed,,Solid,29mm X 29mm ,Stainless Steel,Square,,Tang Buckle,,,Purple,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Medium-GM-044289ww00.html
Calfskin Leather,,Long Size,Fixed,,Solid,29mm X 29mm ,Stainless Steel,Square,,Tang Buckle,,,,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,50m/165ft,https://www.prestigetime.com/Hermes-Cape-Cod-Quartz-Medium-GM-044290ww00.html
Rubber,,,Fixed,,Solid,35mm ,Stainless Steel,Round,,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,50m/150ft,https://www.prestigetime.com/item/Bulgari/Diagono-Automatic-35mm/dg35bsvd.html
Rubber,,,Fixed,,Solid,35mm ,Stainless Steel,Round,,Tang Buckle,,,White,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,Yes,50m/150ft,https://www.prestigetime.com/item/Bulgari/Diagono-Automatic-35mm/dg35wswvd.html
Stainless Steel,,,,,Transparent,25.5mm ,Stainless Steel,Round,,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Elegant-Automatic-25-5mm/L4.309.0.87.6.html
Stainless Steel,,,,,Transparent,29mm ,Stainless Steel,Round,8.5mm,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Elegant-Automatic-29mm/L4.310.0.87.6.html
Stainless Steel,,,Fixed,,Solid,35mm ,Stainless Steel,Round,,Hidden Folding Clasp,,,Brushed & Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,,,Quartz,No,50m/160ft.,https://www.prestigetime.com/Ebel-Wave-Grande-Quartz-35mm-1216304.html
Alligator/Crocodile Leather,,,,,Solid,33mm ,18kt Yellow Gold,Round,5mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,,Quartz,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-18kt-Gold/L4.691.6.11.0.html
Stainless Steel,,,Fixed,,Transparent,34.5mm ,Stainless Steel,Round,10.6mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,100m/330ft,https://www.prestigetime.com/item/Tag-Heuer/Link-Automatic-34-5mm/wat2312.BA0956.html
Stainless Steel,,,Fixed,,Solid,24mm ,Stainless Steel & Yellow Gold,Round,,Push Button Folding Clasp,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Brushed-24mm/123.20.24.60.57.002.html
Stainless Steel,,,Fixed,,Solid,24mm ,Stainless Steel & Rose Gold,Round,8.2mm,Push Button Folding Clasp,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Brushed-24mm/123.20.24.60.55.006.html
Stainless Steel,,,Fixed,,Solid,24mm ,Stainless Steel,Round,8.2mm,Push Button Folding Clasp,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Brushed-24mm/123.20.24.60.55.005.html
Leather,,,Fixed,Yes,Solid,32.7mm ,Stainless Steel,Round,9.5mm,Tang Buckle,,,Blue,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Automatic - Chronometer,No,30m/100ft,https://www.prestigetime.com/item/Omega/De-Ville-Prestige-Co-Axial-32-7/424.13.33.20.53.001.html
Alligator/Crocodile Leather,,,Uni-Directional Rotating,,Solid,33mm ,Stainless Steel,Round,9.10mm,Deployant Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,16mm,Quartz,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Lady-33mm/a7738811%7Ea770%7E780p.html
Alligator/Crocodile Leather,,White Contrasting Stitiching,Uni-Directional Rotating,,Solid,33mm ,Stainless Steel,Round,9.10mm,Deployant Buckle,,,Gold (Light Brown),,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,16mm,Quartz,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Lady-33mm/a7738811%7Ea770%7E779p.html
Alligator/Crocodile Leather,,,Uni-Directional Rotating,Yes,Solid,31.8mm ,Stainless Steel,Round,12.70mm,Tang Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Quartz - Chronometer,,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-32/a71356L2%7Eg702-2ct.html
Alligator/Crocodile Leather,,,Uni-Directional Rotating,Yes,Solid,31.8mm ,Stainless Steel,Round,12.70mm,Tang Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Bronze,,,Quartz - Chronometer,,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-32/a71356L2%7Eq579-2ct.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,33mm ,Stainless Steel,Round,9.10mm,Folding Clasp With Safety Latch,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,16mm,Quartz,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Colt-Lady-33mm/a7738811%7Ea769-ss.html
Stainless Steel,,,Fixed,,Solid,39mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Quartz,No,100m/330ft,https://www.prestigetime.com/Tag-Heuer-Carrera-Quartz-war1114-ba0601.html
Stainless Steel & Rose Gold,,,Fixed,,Solid,24mm ,Stainless Steel & Rose Gold,Round,,Push Button Folding Clasp,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Brushed-24mm/123.20.24.60.02.001.html
Stainless Steel & Yellow Gold,,,Fixed,,Solid,24mm ,Stainless Steel & Yellow Gold,Round,,Push Button Folding Clasp,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Brushed-24mm/123.20.24.60.02.002.html
Stainless Steel & Yellow Gold,,,Fixed,,Solid,24mm ,Stainless Steel & Yellow Gold,Round,,Push Button Folding Clasp,,,Brushed,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Champagne,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Brushed-24mm/123.20.24.60.08.001.html
Stainless Steel & Rose Gold,,,Fixed,,Solid,24mm ,Stainless Steel & Rose Gold,Round,8mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Polished-24mm/123.20.24.60.02.003.html
Stainless Steel & Yellow Gold,,,Fixed,,Solid,24mm ,Stainless Steel & Yellow Gold,Round,,Push Button Folding Clasp,,,Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Polished-24mm/123.20.24.60.02.004.html
Stainless Steel & Yellow Gold,,,Fixed,,Solid,24mm ,Stainless Steel & Yellow Gold,Round,,Push Button Folding Clasp,,,Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Champagne,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Polished-24mm/123.20.24.60.08.002.html
Stainless Steel & Yellow Gold,,,Fixed,,Solid,26.5mm ,Stainless Steel & Yellow Gold,Round,,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Quartz,No,30m/99ft.,https://www.prestigetime.com/item/Longines/PrimaLuna-Quartz-26-5mm/L8.110.5.97.6.html
